atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CD,Pyrazolone derivatives,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03CD01,muzolimine,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CX,Other high-ceiling diuretics,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03CX01,etozolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. The DDD for finerenone is based on the treatment of chronic kidney disease associated with type 2 diabetes.",C03DA01,spironolactone,NA,75,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. The DDD for finerenone is based on the treatment of chronic kidney disease associated with type 2 diabetes.",C03DA02,potassium canrenoate,NA,NA,NA,0.4,NA,NA,NA,NA,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. The DDD for finerenone is based on the treatment of chronic kidney disease associated with type 2 diabetes.",C03DA03,canrenone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. The DDD for finerenone is based on the treatment of chronic kidney disease associated with type 2 diabetes.",C03DA04,eplerenone,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. The DDD for finerenone is based on the treatment of chronic kidney disease associated with type 2 diabetes.",C03DA05,finerenone,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DB,Other potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03DB01,amiloride,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DB,Other potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03DB02,triamterene,NA,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA01,hydrochlorothiazide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA02,trichlormethiazide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA03,epitizide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA04,altizide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA05,mebutizide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA06,chlortalidone and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA07,cyclopenthiazide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA12,metolazone and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA13,bendroflumethiazide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EA14,butizide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EB,High-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EB01,furosemide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EB,High-ceiling diuretics and potassium-sparing agents,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level. Fixed DDDs are assigned for combinations in this group.E.g. 1 tablet regardless of strengths is the DDD assigned for hydrochlorothiazide and amiloride in combinations.  See comments to C02L also.",C03EB02,bumetanide and potassium-sparing agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03X,OTHER DIURETICS,C03XA,Vasopressin antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03XA01,tolvaptan,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03X,OTHER DIURETICS,C03XA,Vasopressin antagonists,"The DDDs for diuretics are based on monotherapy.  Most diuretics are used both for the treatment of edema and hypertension in similar doses and the DDDs are therefore based on both indications.The DDDs for combinations correspond to the DDD for the diuretic component, except for ATC group C03E, see comments under this level.",C03XA02,conivaptan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AA,2-amino-1-phenylethanol derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AA01,isoxsuprine,NA,60,NA,60,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AA,2-amino-1-phenylethanol derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AA02,buphenine,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AA,2-amino-1-phenylethanol derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AA31,bamethan,NA,75,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AB,Imidazoline derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AB01,phentolamine,NA,10,NA,10,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AB,Imidazoline derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AB02,tolazoline,NA,75,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AC01,nicotinic acid,NA,0.2,NA,0.2,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AC02,nicotinyl alcohol (pyridylcarbinol),NA,0.3,NA,0.3,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AC03,inositol nicotinate,NA,1.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AC07,ciclonicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AD,Purine derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AD01,pentifylline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AD,Purine derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AD02,xantinol nicotinate,NA,0.9,NA,0.9,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AD,Purine derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AD03,pentoxifylline,NA,1,NA,0.3,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AD,Purine derivatives,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AD04,etofylline nicotinate,NA,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AE01,ergoloid mesylates,NA,3,NA,3,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AE02,nicergoline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AE04,dihydroergocristine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AE51,"ergoloid mesylates, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AE54,"dihydroergocristine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AF,Enzymes,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AF01,kallidinogenase,NA,30,NA,30,NA,NA,NA,U,NA,U,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX01,cyclandelate,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX02,phenoxybenzamine,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX07,vincamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX10,moxisylyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX11,bencyclane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX17,vinburnine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX19,suloctidil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX20,buflomedil,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX21,naftidrofuryl,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX23,butalamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX24,visnadine,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX26,cetiedil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX27,cinepazide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX28,ifenprodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX30,azapetine,NA,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX32,fasudil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,The DDDs are based on the doses used for the treatment of cerebral and peripheral vascular disorders.,C04AX33,clazosentan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA01,hydrocortisone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA04,prednisolone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA05,betamethasone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA06,fluorometholone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA08,fluocortolone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
