atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,DDD_R,unit_O,unit_P,unit_R
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC07,doxacurium chloride,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC08,fazadinium bromide,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC09,rocuronium bromide,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC10,mivacurium chloride,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC11,cisatracurium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AX,"Other muscle relaxants, peripherally acting agents","As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AX01,botulinum toxin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA01,phenprobamate,NA,1.6,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA02,carisoprodol,NA,1.4,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA03,methocarbamol,NA,3,3,NA,g,g,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA04,styramate,NA,0.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA05,febarbamate,NA,0.3,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA51,"phenprobamate, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA52,"carisoprodol, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA53,"methocarbamol, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA71,"phenprobamate, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA72,"carisoprodol, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BA73,"methocarbamol, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB02,chlormezanone,NA,0.6,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB03,chlorzoxazone,NA,1.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB52,"chlormezanone, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB53,"chlorzoxazone, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB72,"chlormezanone, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BB73,"chlorzoxazone, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BC,"Ethers, chemically close to antihistamines","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BC01,orphenadrine (citrate),NA,0.12,0.12,NA,g,g,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BC,"Ethers, chemically close to antihistamines","These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BC51,"orphenadrine, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX01,baclofen,NA,50,0.55,NA,mg,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX02,tizanidine,NA,12,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX03,pridinol,NA,6,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX04,tolperisone,NA,0.2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX05,thiocolchicoside,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX06,mephenesin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX07,tetrazepam,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX08,cyclobenzaprine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX09,eperisone,NA,0.15,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX30,fenyramidol,NA,2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX53,"pridinol, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,"These drugs are used in different conditions associated with pain and rigidity in the muscles, joints etc.DDDs for combination products, see list on the website www.whocc.no.",M03BX55,"thiocolchicoside, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",M03CA,Dantrolene and derivatives,The DDD of dantrolene is based on the treatment of spasticity after spinal injury.,M03CA01,dantrolene,NA,0.1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production,The DDDs are based on prophylaxis.,M04AA01,allopurinol,NA,0.4,0.4,NA,g,g,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production,The DDDs are based on prophylaxis.,M04AA02,tisopurine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production,The DDDs are based on prophylaxis.,M04AA03,febuxostat,NA,80,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production,The DDDs are based on prophylaxis.,M04AA51,"allopurinol, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,The DDDs are based on prophylaxis.,M04AB01,probenecid,NA,1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,The DDDs are based on prophylaxis.,M04AB02,sulfinpyrazone,NA,0.3,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,The DDDs are based on prophylaxis.,M04AB03,benzbromarone,NA,0.1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,The DDDs are based on prophylaxis.,M04AB04,isobromindione,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,The DDDs are based on prophylaxis.,M04AB05,lesinurad,NA,0.2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AC,Preparations with no effect on uric acid metabolism,The DDDs are based on prophylaxis.,M04AC01,colchicine,NA,1,1,NA,mg,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AC,Preparations with no effect on uric acid metabolism,The DDDs are based on prophylaxis.,M04AC02,cinchophen,NA,1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AC,Preparations with no effect on uric acid metabolism,The DDDs are based on prophylaxis.,M04AC51,colchicine and probenecid,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AX,Other antigout preparations,The DDDs are based on prophylaxis.,M04AX01,urate oxidase,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AX,Other antigout preparations,The DDDs are based on prophylaxis.,M04AX02,pegloticase,NA,NA,0.57,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA01,etidronic acid,course dose,NA,1.5,NA,NA,g,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA01,etidronic acid,NA,0.4,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA02,clodronic acid,course dose,NA,1.5,NA,NA,g,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA02,clodronic acid,NA,1.6,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA03,pamidronic acid,course dose,NA,60,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA04,alendronic acid,NA,10,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA05,tiludronic acid,NA,0.4,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA06,ibandronic acid,course dose,NA,6,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA06,ibandronic acid,NA,5,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA07,risedronic acid,NA,5,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,"The DDDs for the bisphosphonates are based on the treatment of osteoporosis if this is an approved indication.The DDDs for clodronic acid, pamidronic acid, zoledronic acid, parenteral etidronic acid and parenteral ibandronic acid are based on tumor induced hypercalcemia. The oral DDD for ibandronic acid is based on osteoporosis.  Since the duration of the intravenous treatment courses with the bisphosphonates are varying, from 1-5 days, the DDDs for these parenteral formulations are assigned according to the total course dose.  The DDDs for the oral formulations, which are mainly used for maintenance therapy, are assigned according to daily dosages.The DDD for tiludronic acid is based on the treatment of Pagets disease.",M05BA08,zoledronic acid,course dose,NA,4,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BB,"Bisphosphonates, combinations",NA,M05BB01,"etidronic acid and calcium, sequential",Refers to etidronic acid,0.4,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BB,"Bisphosphonates, combinations",NA,M05BB02,"risedronic acid and calcium, sequential",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BB,"Bisphosphonates, combinations",NA,M05BB03,alendronic acid and colecalciferol,Refers to alendronic acid,10,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BB,"Bisphosphonates, combinations",NA,M05BB04,"risedronic acid, calcium and colecalciferol, sequential",Refers to risedronic acid,5,NA,NA,mg,NA,NA
