atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,note,unit_O,unit_P,unit_R,unit_SL,unit_TD
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,The DDDs for enemas classified in this group are 1 enema.,A06AG07,sorbitol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,The DDDs for enemas classified in this group are 1 enema.,A06AG10,"docusate sodium, incl. combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,The DDDs for enemas classified in this group are 1 enema.,A06AG11,"sodium lauryl sulfoacetate, incl. combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,The DDDs for enemas classified in this group are 1 enema.,A06AG20,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists,NA,A06AH01,methylnaltrexone bromide,NA,6,NA,NA,NA,NA,NA,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists,NA,A06AH02,alvimopan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists,NA,A06AH03,naloxegol,25,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists,NA,A06AH04,naloxone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists,NA,A06AH05,naldemedine,0.2,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX01,glycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX02,carbon dioxide producing drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX03,lubiprostone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX04,linaclotide,0.29,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX05,prucalopride,2,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX06,tegaserod,12,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX07,plecanatide,3,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX08,tenapanor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,The DDD for linaclotide is based on treatment of irritable bowel syndrome with constipation.,A06AX09,elobixibat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA01,neomycin,5,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA02,nystatin,1.5,NA,NA,NA,NA,NA,MU,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA03,natamycin,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA04,streptomycin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA05,polymyxin B,3,NA,NA,NA,NA,NA,MU,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA06,paromomycin,3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA07,amphotericin B,0.4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA08,kanamycin,3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA09,vancomycin,2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA10,colistin,9,NA,NA,NA,NA,NA,MU,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA11,rifaximin,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA12,fidaxomicin,0.4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA13,rifamycin,0.8,NA,NA,NA,NA,as sodium salt,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA51,"neomycin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,The DDDs are based on treatment of intestinal infections.,A07AA54,"streptomycin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides,The DDDs are based on preoperative prophylaxis of intestinal infections.,A07AB02,phthalylsulfathiazole,9,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides,The DDDs are based on preoperative prophylaxis of intestinal infections.,A07AB03,sulfaguanidine,4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides,The DDDs are based on preoperative prophylaxis of intestinal infections.,A07AB04,succinylsulfathiazole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AC,Imidazole derivatives,The DDDs are based on treatment of gastrointestinal mycosis.,A07AC01,miconazole,1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AX,Other intestinal antiinfectives,NA,A07AX01,broxyquinoline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AX,Other intestinal antiinfectives,NA,A07AX02,acetarsol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AX,Other intestinal antiinfectives,NA,A07AX03,nifuroxazide,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AX,Other intestinal antiinfectives,NA,A07AX04,nifurzide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BA,Charcoal preparations,The DDD for charcoal preparations is based on treatment of common diarrhea.,A07BA01,medicinal charcoal,5,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BA,Charcoal preparations,The DDD for charcoal preparations is based on treatment of common diarrhea.,A07BA51,"medicinal charcoal, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BB,Bismuth preparations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC01,pectin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC02,kaolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC03,crospovidone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC04,attapulgite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC05,diosmectite,9,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC30,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents,NA,A07BC54,"attapulgite, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07C,ELECTROLYTES WITH CARBOHYDRATES,A07CA,Oral rehydration salt formulations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA01,diphenoxylate,15,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA02,opium,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA03,loperamide,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA04,difenoxin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA05,loperamide oxide,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA06,eluxadoline,0.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA52,"morphine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,The DDDs are based on treatment of acute diarrhea.,A07DA53,"loperamide, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA01,prednisolone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA02,hydrocortisone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA03,prednisone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA04,betamethasone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA05,tixocortol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA06,budesonide,9,NA,NA,1.5,NA,NA,mg,NA,NA,mg,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,The DDDs are given as 1 enema.  The DDD for hydrocortisone rectal foam is given in amount of active substance.The DDD for oral budesonide is based on the treatment of morbus Crohn. The DDD for the subligual formulations of budesonide are based on the treatment of eosinophilic esophagitis.,A07EA07,beclometasone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EB,"Antiallergic agents, excl. corticosteroids",The DDD is based on treatment of food allergy.,A07EB01,cromoglicic acid,0.8,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,The DDDs are based on treatment of colitis ulcerosa and morbus Crohn.,A07EC01,sulfasalazine,2,NA,2,NA,NA,NA,g,NA,g,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,The DDDs are based on treatment of colitis ulcerosa and morbus Crohn.,A07EC02,mesalazine,1.5,NA,1.5,NA,NA,NA,g,NA,g,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,The DDDs are based on treatment of colitis ulcerosa and morbus Crohn.,A07EC03,olsalazine,1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,The DDDs are based on treatment of colitis ulcerosa and morbus Crohn.,A07EC04,balsalazide,6.75,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07F,ANTIDIARRHEAL MICROORGANISMS,A07FA,Antidiarrheal microorganisms,The DDDs are given in UDs (e.g. numbers of tablets).,A07FA01,lactic acid producing organisms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07F,ANTIDIARRHEAL MICROORGANISMS,A07FA,Antidiarrheal microorganisms,The DDDs are given in UDs (e.g. numbers of tablets).,A07FA02,saccharomyces boulardii,1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07F,ANTIDIARRHEAL MICROORGANISMS,A07FA,Antidiarrheal microorganisms,The DDDs are given in UDs (e.g. numbers of tablets).,A07FA03,escherichia coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07F,ANTIDIARRHEAL MICROORGANISMS,A07FA,Antidiarrheal microorganisms,The DDDs are given in UDs (e.g. numbers of tablets).,A07FA51,"lactic acid producing organisms, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
