atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_inhalepowder,DDD_inhalesolution,DDD_O,DDD_P,DDD_R,unit_inhalepowder,unit_inhalesolution,unit_O,unit_P,unit_R
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XA,Glycopeptide antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin).",J01XA05,oritavancin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XB,Polymyxins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin).",J01XB01,colistin,NA,3,3,NA,9,NA,MU,MU,NA,MU,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XB,Polymyxins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin).",J01XB02,polymyxin B,NA,NA,NA,NA,0.15,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XC,Steroid antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin).",J01XC01,fusidic acid,NA,NA,NA,1.5,1.5,NA,NA,NA,g,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XD,Imidazole derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs for the parenteral imidazole formulations are based on the treatment of anaerobic bacteria infections.",J01XD01,metronidazole,NA,NA,NA,NA,1.5,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XD,Imidazole derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs for the parenteral imidazole formulations are based on the treatment of anaerobic bacteria infections.",J01XD02,tinidazole,NA,NA,NA,NA,1.5,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XD,Imidazole derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs for the parenteral imidazole formulations are based on the treatment of anaerobic bacteria infections.",J01XD03,ornidazole,NA,NA,NA,NA,1,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XE,Nitrofuran derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs are generally based on the treatment of acute urinary tract infections.",J01XE01,nitrofurantoin,NA,NA,NA,0.2,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XE,Nitrofuran derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs are generally based on the treatment of acute urinary tract infections.",J01XE02,nifurtoinol,NA,NA,NA,0.16,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XE,Nitrofuran derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs are generally based on the treatment of acute urinary tract infections.",J01XE03,furazidin,NA,NA,NA,0.3,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XE,Nitrofuran derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The DDDs are generally based on the treatment of acute urinary tract infections.",J01XE51,"nitrofurantoin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX01,fosfomycin,NA,NA,NA,3,8,NA,NA,NA,g,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX02,xibornol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX03,clofoctol,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,g
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX04,spectinomycin,NA,NA,NA,NA,3,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX05,methenamine,hippurate,NA,NA,2,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX05,methenamine,mandelate,NA,NA,3,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX06,mandelic acid,NA,NA,NA,12,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX07,nitroxoline,NA,NA,NA,1,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX08,linezolid,NA,NA,NA,1.2,1.2,NA,NA,NA,g,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX09,daptomycin,NA,NA,NA,NA,0.28,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX10,bacitracin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX11,tedizolid,NA,NA,NA,0.2,0.2,NA,NA,NA,g,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The parenteral DDD for fosfomycin is based on the use of a single prophylactic dose in connection with surgery, whilst the oral DDD is based on treatment of uncomplicated lower urinary tract infections given as a single dose of fosfomycin trometamol.The DDD for spectinomycin is based on the use of a single dose for treatment of uncomplicated gonorrhea.The DDD for methenamine is based on prophylaxis of urinary tract infections.  The DDDs for mandelic acid and nitroxoline are based on the treatment of acute urinary tract infections.",J01XX12,lefamulin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AA,Antibiotics,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). Lipid formulations (e.g. liposomal, lipid complex) of amphotericin B have been assigned a separate, higher DDD from the conventional formulations due to a considerably higher dosage.",J02AA01,amphotericin B,lipid formulations,NA,NA,NA,210,NA,NA,NA,NA,mg,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AA,Antibiotics,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). Lipid formulations (e.g. liposomal, lipid complex) of amphotericin B have been assigned a separate, higher DDD from the conventional formulations due to a considerably higher dosage.",J02AA01,amphotericin B,NA,NA,NA,NA,35,NA,NA,NA,NA,mg,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AA,Antibiotics,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). Lipid formulations (e.g. liposomal, lipid complex) of amphotericin B have been assigned a separate, higher DDD from the conventional formulations due to a considerably higher dosage.",J02AA02,hachimycin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AB,Imidazole derivatives,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin).",J02AB01,miconazole,NA,NA,NA,NA,1,NA,NA,NA,NA,g,NA
