atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_N,DDD_O,DDD_P,DDD_R,DDD_sc_implant,DDD_SL,DDD_TD,DDD_urethral,DDD_V,unit_N,unit_O,unit_P,unit_R,unit_sc_implant,unit_SL,unit_TD,unit_urethral,unit_V
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA15,chlormadinone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA16,dienogest and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA17,medroxyprogesterone and estradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA18,drospirenone and estetrol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB01,megestrol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB02,lynestrenol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB03,levonorgestrel and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB04,norethisterone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB05,desogestrel and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB06,gestodene and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB07,chlormadinone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB08,dienogest and estradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AB09,norgestimate and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC01,norethisterone,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC02,lynestrenol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC03,levonorgestrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC04,quingestanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC05,megestrol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC06,medroxyprogesterone,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC07,norgestrienone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC08,etonogestrel,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,mcg,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC09,desogestrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AC10,drospirenone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD,Emergency contraceptives,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AD01,levonorgestrel,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD,Emergency contraceptives,"The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AD02,ulipristal,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered. The DDD for parenteral and oral testosterone is expressed as declared amount of ester. The DDD for TD and SL route of administration is expressed as declared amount of testosterone.,G03BA01,fluoxymesterone,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered. The DDD for parenteral and oral testosterone is expressed as declared amount of ester. The DDD for TD and SL route of administration is expressed as declared amount of testosterone.,G03BA02,methyltestosterone,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered. The DDD for parenteral and oral testosterone is expressed as declared amount of ester. The DDD for TD and SL route of administration is expressed as declared amount of testosterone.,G03BA03,testosterone,gel,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered. The DDD for parenteral and oral testosterone is expressed as declared amount of ester. The DDD for TD and SL route of administration is expressed as declared amount of testosterone.,G03BA03,testosterone,NA,NA,0.12,18,0.12,NA,60,3,NA,NA,NA,g,mg,g,NA,mg,mg,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BB,5-androstanon (3) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered.,G03BB01,mesterolone,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BB,5-androstanon (3) derivatives,The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use in substitution therapy in male hypogonadism.  The DDDs for patches (e.g. testosterone) are given in amount delivered.,G03BB02,androstanolone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
