atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_chewing_gum,DDD_implant,DDD_inhale,DDD_inhaleaerosol,DDD_inhalepowder,DDD_N,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_chewing_gum,unit_implant,unit_inhale,unit_inhaleaerosol,unit_inhalepowder,unit_N,unit_O,unit_P,unit_R,unit_SL,unit_TD
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AA03,promazine,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AA04,acepromazine,NA,NA,NA,NA,NA,NA,NA,0.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AA05,triflupromazine,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AA06,cyamemazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AA07,chlorproethazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB01,dixyrazine,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB02,fluphenazine,depot,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB02,fluphenazine,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB03,perphenazine,depot,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB03,perphenazine,NA,NA,NA,NA,NA,NA,NA,30,10,16,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,mg,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB04,prochlorperazine,NA,NA,NA,NA,NA,NA,NA,0.1,50,0.1,NA,NA,NA,NA,NA,NA,NA,NA,g,mg,g,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB05,thiopropazate,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB06,trifluoperazine,NA,NA,NA,NA,NA,NA,NA,20,8,20,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,mg,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB07,acetophenazine,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB08,thioproperazine,NA,NA,NA,NA,NA,NA,NA,75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB09,butaperazine,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AB,Phenothiazines with piperazine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AB10,perazine,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AC01,periciazine,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AC02,thioridazine,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AC03,mesoridazine,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AC04,pipotiazine,depot,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AC04,pipotiazine,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD01,haloperidol,depot,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD01,haloperidol,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD02,trifluperidol,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD03,melperone,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD04,moperone,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD05,pipamperone,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD06,bromperidol,depot,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD06,bromperidol,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD07,benperidol,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD08,droperidol,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD09,fluanisone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval. The DDD for parenteral droperidol is based on treatment of post-operative nausea and vomiting.",N05AD10,lumateperone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AE01,oxypertine,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AE02,molindone,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AE03,sertindole,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AE04,ziprasidone,NA,NA,NA,NA,NA,NA,NA,80,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AE05,lurasidone,as hydrochloride,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF01,flupentixol,depot,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF01,flupentixol,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF02,clopenthixol,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF03,chlorprothixene,NA,NA,NA,NA,NA,NA,NA,0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF04,tiotixene,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF05,zuclopenthixol,depot,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AF05,zuclopenthixol,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AG,Diphenylbutylpiperidine derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AG01,fluspirilene,depot,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AG,Diphenylbutylpiperidine derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AG02,pimozide,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AG,Diphenylbutylpiperidine derivatives,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AG03,penfluridol,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH01,loxapine,delivered dose,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH01,loxapine,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH02,clozapine,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH03,olanzapine,depot,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH03,olanzapine,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH04,quetiapine,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH05,asenapine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH06,clotiapine,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines","The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AH53,olanzapine and samidorphan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,"The DDDs are based on the treatment of psychosis.  The substances in this group are sometimes used for other indications in much lower doses.For depot injections, the DDDs are based on the average recommended doses divided by the dosing interval.",N05AL01,sulpiride,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
