atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_inhalesolution,DDD_N,DDD_O,DDD_P,unit_inhalesolution,unit_N,unit_O,unit_P
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX02,carbazochrome,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX03,batroxobin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX04,romiplostim,NA,NA,NA,NA,30,NA,NA,NA,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX05,eltrombopag,NA,NA,NA,50,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX06,emicizumab,NA,NA,NA,NA,15,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX07,lusutrombopag,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX08,avatrombopag,NA,NA,NA,20,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX09,fostamatinib,NA,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX10,concizumab,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA01,ferrous glycine sulfate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA02,ferrous fumarate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA03,ferrous gluconate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA04,ferrous carbonate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA05,ferrous chloride,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA06,ferrous succinate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA07,ferrous sulfate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA08,ferrous tartrate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA09,ferrous aspartate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA10,ferrous ascorbate,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA11,ferrous iodine,Fe2+,NA,NA,0.2,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AA,"Iron bivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  The DDDs are established according to amount of Fe2+ and are equal for all compounds regardless of iron salt (i.e. the DDD corresponds to 0.2 g Fe2+).,B03AA12,ferrous sodium citrate,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB01,ferric sodium citrate,Fe3+,NA,NA,0.75,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB02,saccharated iron oxide,Fe3+,NA,NA,0.11,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB03,sodium feredetate,Fe3+,NA,NA,0.17,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB04,ferric hydroxide,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB05,ferric oxide polymaltose complexes,Fe3+,NA,NA,90,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB07,chondroitin sulfate-iron complex,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB08,ferric acetyl transferrin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB09,ferric proteinsuccinylate,Fe3+,NA,NA,80,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",The DDDs are based on treatment of iron deficiency anemia.  Separate DDDs are established for the different trivalent iron salts. The DDDs are expressed in grams of Fe3+.,B03AB10,ferric maltol,Fe3+,NA,NA,60,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AC,"Iron, parenteral preparations",NA,B03AC,"Iron, parenteral preparations",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,Historically:The DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy (i.e. about half the iron dose for treatment of anemia).,B03AD01,ferrous amino acid complex and folic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,Historically:The DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy (i.e. about half the iron dose for treatment of anemia).,B03AD02,ferrous fumarate and folic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,Historically:The DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy (i.e. about half the iron dose for treatment of anemia).,B03AD03,ferrous sulfate and folic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,Historically:The DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy (i.e. about half the iron dose for treatment of anemia).,B03AD04,ferric oxide polymaltose complexes and folic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,Historically:The DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy (i.e. about half the iron dose for treatment of anemia).,B03AD05,ferrous gluconate and folic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,"Historically:For combinations of iron, vitamin B12 and folic acid (B03AE01), the DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy.Various combinations, classified in B03AE10, contain very small amounts of iron.  The DDDs for these combinations have been based on dose recommendations, and can be as low as corresponding to 30 mg Fe2+.The DDDs for iron in other combinations have been based on treatment of iron deficiency anemia, and correspond to a DDD of 0.2 g Fe2+.",B03AE01,"iron, vitamin B12 and folic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,"Historically:For combinations of iron, vitamin B12 and folic acid (B03AE01), the DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy.Various combinations, classified in B03AE10, contain very small amounts of iron.  The DDDs for these combinations have been based on dose recommendations, and can be as low as corresponding to 30 mg Fe2+.The DDDs for iron in other combinations have been based on treatment of iron deficiency anemia, and correspond to a DDD of 0.2 g Fe2+.",B03AE02,"iron, multivitamins and folic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,"Historically:For combinations of iron, vitamin B12 and folic acid (B03AE01), the DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy.Various combinations, classified in B03AE10, contain very small amounts of iron.  The DDDs for these combinations have been based on dose recommendations, and can be as low as corresponding to 30 mg Fe2+.The DDDs for iron in other combinations have been based on treatment of iron deficiency anemia, and correspond to a DDD of 0.2 g Fe2+.",B03AE03,iron and multivitamins,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,"Historically:For combinations of iron, vitamin B12 and folic acid (B03AE01), the DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy.Various combinations, classified in B03AE10, contain very small amounts of iron.  The DDDs for these combinations have been based on dose recommendations, and can be as low as corresponding to 30 mg Fe2+.The DDDs for iron in other combinations have been based on treatment of iron deficiency anemia, and correspond to a DDD of 0.2 g Fe2+.",B03AE04,"iron, multivitamins and minerals",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AE,Iron in other combinations,"Historically:For combinations of iron, vitamin B12 and folic acid (B03AE01), the DDDs have been based on prophylaxis of iron deficiency anemia and folic acid deficiency during pregnancy.Various combinations, classified in B03AE10, contain very small amounts of iron.  The DDDs for these combinations have been based on dose recommendations, and can be as low as corresponding to 30 mg Fe2+.The DDDs for iron in other combinations have been based on treatment of iron deficiency anemia, and correspond to a DDD of 0.2 g Fe2+.",B03AE10,various combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA01,cyanocobalamin,NA,NA,70,1,20,NA,mcg,mg,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA02,cyanocobalamin tannin complex,NA,NA,NA,NA,20,NA,NA,NA,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA03,hydroxocobalamin,NA,NA,NA,NA,20,NA,NA,NA,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA04,cobamamide,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA05,mecobalamin,NA,NA,NA,1.5,0.2,NA,NA,mg,mg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA51,"cyanocobalamin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),The DDDs are based on maintenance treatment of pernicious anemia.  Different DDDs are assigned for oral and parenteral formulations of cyanocobalamin due to great differences in bioavailability.The DDD for mecobalamin is based on the treatment of peripheral neuropathies.,B03BA53,"hydroxocobalamin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BB,Folic acid and derivatives,The DDD for oral folic acid is based on prophylactic use and the parenteral DDD is based on treatment.,B03BB01,folic acid,prophylactic dose,NA,NA,0.4,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BB,Folic acid and derivatives,The DDD for oral folic acid is based on prophylactic use and the parenteral DDD is based on treatment.,B03BB01,folic acid,therapeutic dose,NA,NA,NA,10,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BB,Folic acid and derivatives,The DDD for oral folic acid is based on prophylactic use and the parenteral DDD is based on treatment.,B03BB51,"folic acid, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA01,erythropoietin,NA,NA,NA,NA,1,NA,NA,NA,TU
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA02,darbepoetin alfa,NA,NA,NA,NA,4.5,NA,NA,NA,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA03,methoxy polyethylene glycol-epoetin beta,NA,NA,NA,NA,4,NA,NA,NA,mcg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA04,peginesatide,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA05,roxadustat,NA,NA,NA,43,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA06,luspatercept,NA,NA,NA,NA,3.33,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA07,daprodustat,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,The DDDs are based on the treatment of renal anemia in patients maintained by dialysis.The DDD for luspatercept is based on the starting dose in the treatment of myelodydplastic syndromes and beta-thalassaemia.,B03XA08,vadadustat,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,"No DDDs are established in this group.  It is considered difficult to establish DDDs, because of the great variations in dosages given.",B05AA01,albumin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,"No DDDs are established in this group.  It is considered difficult to establish DDDs, because of the great variations in dosages given.",B05AA02,other plasma protein fractions,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,"No DDDs are established in this group.  It is considered difficult to establish DDDs, because of the great variations in dosages given.",B05AA03,fluorocarbon blood substitutes,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,"No DDDs are established in this group.  It is considered difficult to establish DDDs, because of the great variations in dosages given.",B05AA05,dextran,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,"No DDDs are established in this group.  It is considered difficult to establish DDDs, because of the great variations in dosages given.",B05AA06,gelatin agents,NA,NA,NA,NA,NA,NA,NA,NA,NA
